country,YEAR1997,YEAR1998,YEAR1999,YEAR2000,YEAR2001,YEAR2002,YEAR2003,YEAR2004,YEAR2005,YEAR2006,YEAR2007,YEAR2008,YEAR2009,YEAR2010,YEAR2011,YEAR2012
PSE,0.120147874306839,0.120147874306839,0.120147874306839,0.120147874306839,0.120147874306839,0.120147874306839,0.120147874306839,0.120147874306839,0.120147874306839,0.120147874306839,0.120147874306839,0.120147874306839,0.120147874306839,0.120147874306839,0.738552437223043,0.314110754942103
QAT,0.595064850363014,0.595064850363014,0.595064850363014,0.595064850363014,0.595064850363014,0.595064850363014,0.595064850363014,0.595064850363014,0.595064850363014,0.595064850363014,0.595064850363014,0.595064850363014,0.595064850363014,0.595064850363014,0.480443129397827,0.273870098772823
ROM,0.120311263627009,0.120311263627009,0.120311263627009,0.120311263627009,0.120311263627009,0.120311263627009,0.120311263627009,0.45045045045045,0.45045045045045,0.45045045045045,0.45045045045045,0.45045045045045,0.45045045045045,0.360505973295854,0.360505973295854,0.360505973295854
RUS,0.366270709094791,0.156002250628568,0.33646482936898,0.367456225955037,0.332146203153738,0.272726390641009,0.383845333898618,0.345343118326014,0.345343118326014,0.285388799344031,0.244486892888215,0.24475246282413,0.142278143969729,0.146927882538323,0.204858631517045,-0.0586291276062159
SAU,0.247933884297521,0.247933884297521,0.247933884297521,0.247933884297521,0.247933884297521,0.247933884297521,0.247933884297521,0.247933884297521,0.247933884297521,0.247933884297521,0.247933884297521,0.247933884297521,0.247933884297521,0.247933884297521,0.247933884297521,0.605095541401274
SEN,0.216049382716049,0.216049382716049,0.216049382716049,0.216049382716049,0.216049382716049,0.216049382716049,0.216049382716049,0.216049382716049,0.216049382716049,0.216049382716049,0.216049382716049,0.216049382716049,0.216049382716049,0.216049382716049,0.216049382716049,0.216049382716049
SGP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269814502529511
SOM,-0.5017574345405,-0.5017574345405,-0.5017574345405,-0.5017574345405,-0.5017574345405,-0.5017574345405,-0.5017574345405,-0.5017574345405,-0.5017574345405,-0.5017574345405,-0.5017574345405,-0.5017574345405,-0.5017574345405,-0.5017574345405,-0.5017574345405,-0.288272157564906
SRB,0.49083409715857,0.49083409715857,0.49083409715857,0.49083409715857,0.49083409715857,0.49083409715857,0.49083409715857,0.49083409715857,0.49083409715857,0.49083409715857,0.49083409715857,0.49083409715857,0.49083409715857,0.49083409715857,0.49083409715857,0.49083409715857
SVK,0.490379931807111,0.490379931807111,0.490379931807111,0.490379931807111,0.490379931807111,0.490379931807111,0.490379931807111,0.490379931807111,0.490379931807111,0.490379931807111,0.490379931807111,0.490379931807111,0.351418002466092,0.310303617318763,0.243862520458265,0.516268980477223
SWE,-0.775862068965517,-0.775862068965517,-0.775862068965517,-0.775862068965517,-0.775862068965517,-0.775862068965517,-0.775862068965517,-0.775862068965517,-0.775862068965517,0.350877192982456,0.161943319838057,0.538779434605657,0.304456791393615,0.383441549466678,0.404858509391899,0.319728310101723
